Date,Actual Energy Consumption,Predicted Energy Consumption,Holiday Indicator,Temperature,Humidity,Wind Speed,Prediction Period,Validation RMSE,Test RMSE
2011-11-23,6.952692315384615,,0,0.32101047443006775,0.9090909090909092,0.1885245901639344,Historic Data,0.4951,3.007
2011-11-24,8.536479996,,0,0.400184842883549,0.8363636363636364,0.3934426229508196,Historic Data,0.4951,3.007
2011-11-25,9.499781246875001,,0,0.4032655576093654,0.6545454545454545,0.49385245901639335,Historic Data,0.4951,3.007
2011-11-26,10.267707309756098,,0,0.4011090573012939,0.6909090909090911,0.5686475409836065,Historic Data,0.4951,3.007
2011-11-27,10.850804892682927,,0,0.41897720271102895,0.5272727272727273,0.5409836065573771,Historic Data,0.4951,3.007
2011-11-28,9.103381814545454,,0,0.3894023413431916,0.7818181818181817,0.21926229508196718,Historic Data,0.4951,3.007
2011-11-29,9.274873023809523,,0,0.41682070240295754,0.709090909090909,0.6434426229508197,Historic Data,0.4951,3.007
2011-11-30,8.813513157894738,,0,0.3675292667898952,0.6363636363636365,0.4334016393442622,Historic Data,0.4951,3.007
2011-12-01,9.227706527173913,,0,0.3761552680221812,0.709090909090909,0.24282786885245897,Historic Data,0.4951,3.007
2011-12-02,10.145910005000001,,0,0.25046210720887246,0.8,0.2868852459016393,Historic Data,0.4951,3.007
2011-12-03,10.78027272909091,,0,0.3536660505237215,0.6545454545454545,0.5348360655737705,Historic Data,0.4951,3.007
2011-12-04,12.163127274545454,,0,0.2825015403573629,0.709090909090909,0.42110655737704905,Historic Data,0.4951,3.007
2011-12-05,10.609714288888888,,0,0.21349353049907577,0.6181818181818182,0.5502049180327869,Historic Data,0.4951,3.007
2011-12-06,11.673416666666668,,0,0.21472581638940233,0.7272727272727273,0.47028688524590156,Historic Data,0.4951,3.007
2011-12-07,10.889361845394737,,0,0.2797288971041282,0.4545454545454546,0.7028688524590163,Historic Data,0.4951,3.007
2011-12-08,11.525149698802396,,0,0.39895255699322246,0.6909090909090911,0.6977459016393442,Historic Data,0.4951,3.007
2011-12-09,11.759836954891304,,0,0.23844731977818853,0.509090909090909,0.5584016393442623,Historic Data,0.4951,3.007
2011-12-10,12.633800992537314,,0,0.1891558841651263,0.6909090909090911,0.2950819672131147,Historic Data,0.4951,3.007
2011-12-11,13.749174137313434,,0,0.2664818237831177,0.8181818181818181,0.38319672131147536,Historic Data,0.4951,3.007
2011-12-12,11.951958332407408,,0,0.3043746149106593,0.7454545454545454,0.49385245901639335,Historic Data,0.4951,3.007
2011-12-13,11.957446429464285,,0,0.37399876771410967,0.5818181818181818,0.7418032786885246,Historic Data,0.4951,3.007
2011-12-14,12.392775862931034,,0,0.18422674060382008,0.6545454545454545,0.4385245901639344,Historic Data,0.4951,3.007
2011-12-15,12.307079370634922,,0,0.24738139248305605,0.6181818181818182,0.46209016393442615,Historic Data,0.4951,3.007
2011-12-16,13.376080141603055,,0,0.14602587800369685,0.8181818181818181,0.3596311475409835,Historic Data,0.4951,3.007
2011-12-17,13.511967853928573,,0,0.16666666666666666,0.7818181818181817,0.3883196721311475,Historic Data,0.4951,3.007
2011-12-18,14.732271427499999,,0,0.1709796672828096,0.7454545454545454,0.34836065573770486,Historic Data,0.4951,3.007
2011-12-19,13.774470971612905,,0,0.20640788662969806,0.9272727272727272,0.25614754098360654,Historic Data,0.4951,3.007
2011-12-20,12.709106376291793,,0,0.2563154651879236,0.6909090909090911,0.41495901639344257,Historic Data,0.4951,3.007
2011-12-21,12.148570198567334,,0,0.3758471965495995,0.9272727272727272,0.27663934426229503,Historic Data,0.4951,3.007
2011-12-22,11.839403265940055,,0,0.3758471965495995,0.8,0.42110655737704905,Historic Data,0.4951,3.007
2011-12-23,12.254989421428572,,0,0.3542821934688848,0.7636363636363637,0.4764344262295081,Historic Data,0.4951,3.007
2011-12-24,13.06531745899471,,0,0.25508317929759705,0.6727272727272728,0.4364754098360655,Historic Data,0.4951,3.007
2011-12-25,12.949428567460318,,0,0.37091805298829333,0.7272727272727273,0.5747950819672131,Historic Data,0.4951,3.007
2011-12-26,11.065576721957672,,0,0.39956869993838573,0.7454545454545454,0.5368852459016393,Historic Data,0.4951,3.007
2011-12-27,11.494944444444444,,0,0.3200862600123229,0.5636363636363637,0.3422131147540983,Historic Data,0.4951,3.007
2011-12-28,11.790656326614988,,0,0.3465804066543438,0.6181818181818182,0.596311475409836,Historic Data,0.4951,3.007
2011-12-29,12.144920396268656,,0,0.29698089956869994,0.6000000000000001,0.6793032786885246,Historic Data,0.4951,3.007
2011-12-30,12.40420924890511,,0,0.318237831176833,0.7454545454545454,0.3596311475409835,Historic Data,0.4951,3.007
2011-12-31,12.43602189513382,,0,0.38909426987061,0.8363636363636364,0.5389344262295082,Historic Data,0.4951,3.007
2012-01-01,12.46626520510949,,0,0.3897104128157733,0.8545454545454545,0.4836065573770491,Historic Data,0.4951,3.007
2012-01-02,12.7547445243309,,0,0.2350585335797905,0.6909090909090911,0.4723360655737704,Historic Data,0.4951,3.007
2012-01-03,12.74404545382775,,0,0.3841651263093038,0.709090909090909,0.8473360655737705,Historic Data,0.4951,3.007
2012-01-04,12.741140477142856,,0,0.28927911275415896,0.6363636363636365,0.7971311475409836,Historic Data,0.4951,3.007
2012-01-05,12.848078384560571,,0,0.3548983364140481,0.49090909090909096,0.9518442622950819,Historic Data,0.4951,3.007
2012-01-06,12.719621752245862,,0,0.2846580406654344,0.6363636363636365,0.38217213114754095,Historic Data,0.4951,3.007
