avg_energy,weather_cluster,holiday_ind
6.952692315384615,2,0
8.536479996,2,0
9.499781246875001,0,0
10.267707309756098,0,0
10.850804892682927,0,0
9.103381814545454,2,0
9.274873023809523,0,0
8.813513157894738,0,0
9.227706527173913,2,0
10.145910005000001,2,0
10.78027272909091,0,0
12.163127274545454,0,0
10.609714288888888,0,0
11.673416666666668,0,0
10.889361845394737,0,0
11.525149698802396,0,0
11.759836954891304,0,0
12.633800992537314,2,0
13.749174137313434,2,0
11.951958332407408,0,0
11.957446429464285,0,0
12.392775862931034,0,0
12.307079370634922,0,0
13.376080141603055,2,0
13.511967853928573,2,0
14.732271427499999,2,0
13.774470971612905,2,0
12.709106376291793,0,0
12.148570198567334,2,0
11.839403265940055,2,0
12.254989421428572,0,0
13.06531745899471,0,0
12.949428567460318,0,0
11.065576721957672,0,0
11.494944444444444,0,0
11.790656326614988,0,0
12.144920396268656,0,0
12.40420924890511,2,0
12.43602189513382,0,0
12.46626520510949,2,0
12.7547445243309,0,0
12.74404545382775,0,0
12.741140477142856,0,0
12.848078384560571,0,0
12.719621752245862,0,0
12.76545991226415,0,0
13.395569735933806,2,0
12.449049410117647,2,0
11.976153838694637,2,0
11.981207460606061,2,0
12.056824884331796,0,0
12.52275687591743,2,0
13.496298406833713,2,0
14.03721639476082,2,0
13.04780760738255,2,0
13.2670712688196,2,0
12.789209252863436,2,0
12.274760772413794,0,0
12.783027081041666,0,0
12.735594320283976,0,0
13.720799185598377,0,0
12.614123767583497,0,0
12.872251937403101,2,0
12.553495261290323,2,0
12.372054406191369,0,0
12.471985347435897,2,0
13.367956680685921,2,0
14.127586637184116,2,0
13.451978834391536,2,0
13.890518073666094,2,0
13.814964403220339,0,1
14.368799337335526,0,0
14.521274318660286,2,0
15.154135638643531,2,0
15.940238171924289,2,0
14.046691603053436,2,0
13.882766122638682,2,0
15.197053412611275,2,0
14.402453743465491,2,0
14.607209765229886,2,0
14.873677149571428,2,0
15.878634287142857,2,0
14.305450566525423,2,0
13.653157079102384,0,0
13.054147583586207,0,0
12.593323327012278,2,0
12.441717391983696,2,0
12.954642279674797,0,0
13.755036585230352,0,0
13.306266581830238,0,0
12.639691506274511,0,0
12.883607693717948,0,0
11.622128953223767,0,0
11.533195762219451,0,0
11.80607701590062,1,0
12.444221116024845,2,0
12.19642246092796,2,0
11.568446860144928,2,0
11.516667847805456,2,0
11.219012910093896,2,0
11.84731170359212,2,0
12.207922542774567,2,0
13.463506358034683,2,0
12.716252002405499,0,0
13.029193692004505,2,0
12.757729392538977,0,0
12.044930611453745,0,0
12.156989109803922,0,0
11.925032435891891,2,0
12.048960003351352,2,0
10.987727466383882,2,0
10.996885656860707,2,0
10.992513263877552,2,0
10.969932336616916,2,0
11.309622457792837,0,0
11.832222115576924,2,0
12.155441346442307,2,0
11.055944908683474,1,0
10.730913087191217,1,0
10.380301870080142,1,0
10.204812933129372,1,0
10.123756981371718,1,0
10.227772918923465,1,0
10.69785786568545,1,0
10.69785786568545,2,0
9.984955945303408,1,0
9.567693507313065,1,0
9.530815149185667,1,0
9.341878049024391,1,0
9.343317887073171,0,0
10.42335332204214,1,0
10.746523076842104,1,0
9.926288639905362,2,0
10.16470255693261,2,0
10.250397116021261,0,0
10.64523340671141,1,0
10.556476904694486,2,1
10.313023116480238,2,0
10.616332834850747,0,0
10.632938106860552,0,0
9.91865182430657,1,0
10.063980040199572,2,0
10.115361746569645,2,0
10.0172454382691,0,0
10.255278372029373,0,0
11.12634646328438,1,0
10.444852068346254,0,0
10.617443401438399,0,0
10.793320802425713,2,0
10.692765469770183,2,0
10.284972445235361,0,0
10.237361109977325,0,0
10.675958023936472,2,0
10.233298951351351,2,0
10.032602790821256,0,0
10.497288633368257,0,0
9.912728388900256,0,0
9.659546580079287,2,0
10.718921831415928,0,0
11.558543488452088,1,0
9.337549976409285,2,0
9.206823692561983,2,0
9.285732143080358,2,0
10.01893591717524,2,0
9.99838708130881,0,0
10.231546034917269,2,0
10.6318134,2,1
10.51264646036456,2,0
9.218983752558895,2,0
9.48135499318542,0,0
9.198219257463263,0,0
8.729915572532834,1,0
9.152305027858473,1,0
9.497021229385474,0,0
9.188819624603173,2,0
9.454046632538569,1,0
8.096790305431421,1,0
8.816307178731218,1,0
8.926112950016229,1,0
9.00107697252818,0,0
9.790544752285898,0,0
8.813533917849329,1,0
8.227850837229832,1,0
8.031598925634139,1,0
7.960995596418086,1,0
7.963798959792028,1,0
8.124223725107976,1,0
8.439693148503167,1,0
8.101152928538943,1,0
8.005065527779333,1,0
7.968315075103734,1,0
8.069431024700108,1,0
8.146023406160882,0,0
8.446874364073777,2,0
9.30320213946524,2,0
8.837111734937181,2,1
9.226317830553329,0,0
8.425714512664907,2,0
8.751595465616045,0,0
8.807170831821695,0,0
8.55402558917605,1,0
9.117167904171998,2,0
9.444557274556514,2,0
9.158374310085298,1,0
6.989766382566283,1,0
8.145492644103227,0,0
7.227600562026613,0,0
7.797470794808004,1,0
8.905750001175319,1,0
8.326652163174527,1,0
8.120382864932235,1,0
8.035481051991312,2,0
8.405077312524085,0,0
8.449993268165425,0,0
8.609543842381408,1,0
8.993217296741735,1,0
8.268517101769913,1,0
8.229371565137395,1,0
8.256146300692125,1,0
8.13416237460658,0,0
8.20298928261491,0,0
8.17816464775481,0,0
8.68717965860266,0,0
8.57434107323481,2,0
8.326741596148459,1,0
8.226530034935218,1,0
8.08792295271389,1,1
8.197726801216216,1,0
8.445385061270903,2,0
9.079390858283167,2,0
8.496319241633643,2,0
8.334662526928104,1,0
8.212896268816046,1,0
8.240253632115383,0,0
8.228490772873807,2,0
8.595460663003585,1,0
8.63847563729171,0,0
8.57282552721519,1,0
8.14688248964135,0,0
8.26354165777262,1,0
8.127790206226257,1,0
8.234110854120127,1,0
8.138008219915701,1,0
8.242208850790306,1,0
7.992941226353487,1,0
7.914892729315069,1,0
7.999864095575221,1,0
7.914685985900948,1,0
8.224382898062343,1,0
8.094585421276596,1,0
8.566786014427127,1,0
8.081812342754844,1,0
8.20502271745898,1,0
8.06490363972228,1,0
7.965542814496108,1,0
7.995904221865155,1,0
8.15483637878597,1,0
8.666727731680673,1,0
8.267403905377021,1,0
8.213259609808864,1,0
8.003545264083177,1,0
7.971071203759714,1,0
7.967111764516806,1,0
8.029549159831934,1,0
8.401441806596639,1,0
8.083907162297837,1,0
7.888000421088006,1,0
8.094527200294056,1,0
7.958180881743697,1,0
7.773145378445379,1,0
8.014850178566926,1,0
8.410628702815718,1,0
8.143004834552332,1,0
7.942754463116992,1,0
7.845714045643502,1,0
7.823503463405417,1,0
7.899372664077262,2,0
8.124167996367072,1,0
8.100649444402437,1,0
8.3152787226423,1,1
8.048102687631246,2,0
8.294930911822762,2,0
8.337312538479312,1,0
8.098455901343973,1,0
8.300149548414199,2,0
9.001514699307014,1,0
8.364258978554926,1,0
8.338471971341592,1,1
8.157019517418679,1,0
8.07335405306594,1,0
8.03635264479429,1,0
8.235763433291353,1,0
8.592375105100755,0,0
8.511590050356844,1,0
8.237315004302204,1,0
8.27887156851037,1,0
8.232557366812957,1,0
8.292168297979588,1,0
8.40120266625703,1,0
9.01801874275302,1,0
8.565412008550725,1,0
8.485856671396164,1,0
8.54859403382716,1,0
8.636601231651282,1,0
8.806403232344516,1,0
8.992761456301146,2,0
10.485012890710047,2,0
9.620135633969543,0,0
9.220817832644377,2,0
9.344980835364131,2,0
9.254598394176707,2,0
9.254501698001997,1,0
9.38299500593288,0,0
10.149784415584415,2,0
9.590295030218687,0,0
9.403859596307267,0,0
9.395128221238938,2,0
9.343517641513133,2,0
9.562599961754934,2,0
9.570758008730468,2,0
10.212828353719978,2,0
10.128246122265322,2,0
9.641868389810885,1,0
9.636371583596457,2,0
10.005707727104054,0,0
9.611995628373242,2,0
10.097390610359247,2,0
10.74569264348983,2,0
10.20208126588369,0,0
9.875233717594865,0,0
9.77540481074986,2,0
9.611267576495887,2,0
10.15502473129416,2,0
10.14184036474633,2,0
10.951931969814126,2,0
10.223638782031394,2,0
10.080434846480426,2,0
9.784203703447012,0,0
10.06168575535291,0,0
10.663071014094204,0,0
11.299429710326088,2,0
11.005619020471014,2,0
10.808533792788548,2,0
10.826462220619677,0,0
10.78168858606884,2,0
11.026956710777034,0,0
11.392886070041659,2,0
12.618036044086217,2,0
11.390521558840579,2,0
11.532459992487327,2,0
11.246270093320058,2,0
10.945955830104996,2,0
10.933946624895965,2,0
11.421789797774963,2,0
12.024949708954413,2,0
11.402977572381985,2,0
10.704661240586,2,0
10.686837247775768,2,0
10.939482095081374,2,0
11.27753453880651,2,0
11.489669679985536,2,0
12.082729885789188,2,0
11.406281271710052,2,0
11.104792479501086,0,0
11.323918474258857,2,0
10.999051357486438,0,0
11.014705372146862,2,0
12.094914814035086,2,0
12.185806184487433,0,0
11.508233272983725,2,0
11.6814518979566,2,0
11.964667871234859,0,0
12.060980835960947,2,0
12.300572694104883,2,0
13.121752440741412,2,0
13.715528944808248,2,0
12.393292202569205,2,0
12.268467703220553,0,0
12.736527133918234,2,0
13.005750001573807,2,0
12.827951519880607,0,0
12.786986796057151,2,0
13.41899077643335,0,0
12.528336346625656,2,0
11.774059152261216,2,0
13.263260721331644,2,0
13.322344429088277,2,0
13.083142573113806,2,0
12.453758321382054,0,0
12.760848226790882,2,0
11.94202134953863,2,0
12.156987907868617,2,0
12.388637339936707,2,0
12.243124999873281,2,0
11.77679630302646,2,0
12.358784121642197,2,0
11.934522669205657,0,0
12.053878649410484,2,0
12.50931242090662,2,1
11.672571195120623,0,1
11.842862118704645,2,0
11.768871214366044,2,0
11.67416811632209,0,0
11.900980408670415,0,0
11.901235485449927,0,0
11.839174315490657,2,1
12.016655478900581,2,0
11.399221153301886,2,0
11.414970257145448,2,1
11.709835508995285,2,0
12.422263291054255,2,0
11.657582985688373,2,0
11.23940515067102,2,0
11.3348165006165,2,0
12.066789224977326,2,0
12.109949356017426,2,0
13.060453604158345,0,0
13.662229805009984,2,0
13.182834058623818,2,0
12.94372035660069,2,0
13.147535511153496,2,0
13.278687022337332,2,0
14.045839360912229,0,0
14.703919119865503,2,0
15.021899673300618,2,0
13.640091981839667,2,0
13.526971272672728,2,0
13.344442645573533,2,0
13.36720356667273,2,0
13.420702272738854,2,0
12.848888261492265,2,0
12.928393265368516,0,0
12.347051318471337,0,0
11.618708902129985,0,0
11.080083377334791,0,0
11.2815322518586,0,0
11.580635552032817,2,0
12.359468647921984,0,0
13.305082923018041,0,0
11.623015315952598,0,0
12.010271650574293,0,0
12.25144493941659,0,0
12.238016410849745,0,0
12.112737733430604,2,0
12.858372606273937,2,0
13.598128215684845,2,0
13.058674872775347,2,0
12.940775165536104,2,0
12.714848539160583,2,0
11.98077550569447,2,0
11.552171169635036,2,0
11.562667457492243,2,0
12.029635317275384,2,0
11.510227820372398,2,0
11.385007311371115,2,0
11.72789590342115,0,0
12.553485369769568,0,0
12.856231823475552,0,0
13.245570067374976,0,0
14.014281602546719,0,0
13.05905549357143,0,0
12.573332295915002,2,0
12.05875947950174,2,0
11.990561005420801,0,0
12.048498896231617,2,0
12.30885089249862,2,0
12.735906984044117,2,0
11.48185908664459,2,0
10.860480589622815,1,0
10.675248342347313,1,0
10.889469267813766,2,0
10.92818484037576,2,0
11.55987806107939,2,0
12.823072729773523,0,0
13.106772969747743,0,0
12.852295264929085,0,0
12.119938075340952,0,0
11.786081673764748,2,0
11.590859170709678,0,0
12.186486909457964,0,0
12.57778255272962,2,0
11.816572589134847,2,0
11.387626705071929,2,0
11.663214021070111,2,0
11.504756133886737,0,0
12.071172692490775,0,0
13.429270813162267,0,0
14.191591396473411,0,0
13.118294812202326,0,0
12.916559451200149,0,0
12.496044153186771,0,0
12.050954318124653,0,0
12.231575736212319,0,1
11.791903696284658,0,0
11.932720888835489,0,0
11.932720888835489,2,0
11.982422941961147,0,0
11.266251710893286,0,0
11.92322585963744,0,0
12.201972247382052,0,0
11.73147926680859,1,0
11.097177003906685,1,0
11.158295184648148,0,0
10.593420449120208,2,0
10.90038792317525,2,0
10.391371941845811,2,0
10.559750694216866,2,0
10.372293049156626,2,0
10.531617352131999,0,0
10.044256442054515,0,0
9.319674391896903,0,0
9.228240818620177,0,0
9.179271748766462,0,0
9.250268509649286,1,0
9.449012261006875,1,0
9.485700092571959,1,0
9.996676318429845,0,0
9.411523304475395,1,0
8.665263373235513,1,0
8.506098960360193,1,0
8.282066815051968,1,0
8.778425148328381,2,0
