avg_energy,weather_cluster,holiday_ind
9.525847240364245,1,0
10.009824197825683,1,0
9.063038840401413,1,0
8.84434200802974,1,0
8.79350297401487,1,0
8.557386460368235,1,0
8.392220837618604,0,0
8.868705563111856,1,0
8.802536958033885,1,0
8.645489666170173,1,0
8.306996090936163,1,0
8.503730962316142,0,0
8.702205214320298,0,0
8.600230353333334,0,0
9.276239665363128,0,0
9.808348296107283,0,0
8.813590646115149,2,0
9.29040938778171,0,0
9.256266530545727,1,0
8.838438955880708,2,0
9.226213351995524,1,0
9.151049785176207,1,0
9.233726035565088,2,0
9.019062861238574,0,0
8.764399105781425,1,0
8.824531155373133,0,0
8.90278416695295,2,0
9.557573986601977,1,0
8.916661689923494,1,0
8.584916572004479,1,0
8.556658454031355,2,1
8.995475080044802,2,0
9.112343037812616,2,0
9.050639029112979,1,0
8.432458651670713,1,0
8.475920649813293,1,0
8.737453204296656,1,0
8.11301942072829,1,0
8.018978894620844,1,0
8.012264711376798,1,1
7.966878922963378,1,0
8.05955094284913,0,0
8.269646783395661,0,0
9.147056678338945,1,0
8.576192998596031,2,0
8.458819577203817,0,0
8.666901835294118,0,0
8.54384331740921,1,0
8.204286276146789,0,0
8.652165605470215,1,0
8.825882187900355,1,0
8.224522854533532,1,0
8.20618845934807,1,0
8.032086533489418,1,0
8.1996571750281,1,0
8.08216469876335,0,0
8.413209815998501,0,0
9.00841087190253,1,0
8.419859553665855,1,0
8.027189502642925,1,0
8.036278860813344,1,0
8.103375796384414,2,0
8.29101761577961,1,0
8.108062805605549,1,0
8.462441799962512,1,0
8.115509840618557,1,0
8.248033919715143,1,0
8.195046502775174,1,0
8.014322513714822,1,0
7.970337185306276,1,0
7.997509498213279,1,0
8.339931338431152,1,0
7.968517494300226,1,0
7.865052700263504,1,0
7.847244306568793,1,0
7.7709236267870585,1,0
7.815935417510826,1,0
7.942879684202598,1,0
8.329978903635336,1,0
8.066557648662396,1,0
8.023428248794728,1,0
8.072887361292146,1,0
8.00012283381688,1,0
7.876776794236203,1,0
8.01356375908834,1,0
8.193773463644929,1,0
8.178838860648321,1,0
8.221957390497739,1,0
7.879713207169812,1,0
7.973942085757405,1,0
7.791696432584481,1,0
8.07355880734378,1,0
8.191858761858006,1,0
7.9075539192068,1,0
7.99981715081224,1,0
7.959776351171137,1,0
7.913224153902854,1,0
7.983150312232937,1,0
7.741152230937972,1,0
8.073183503821415,1,0
8.000883719852524,1,0
7.714011163557238,1,0
7.633053588051505,1,0
7.667106629147726,1,0
7.693744886590909,1,0
7.703308085930694,1,0
8.01772023505584,1,0
7.782435392610837,1,0
7.736230055599773,1,0
7.710560522371662,1,0
7.800674369615458,1,0
7.855648540848807,0,0
8.007896204819735,1,0
8.20290707031547,1,0
7.80935943712222,1,0
7.660681291016145,1,0
7.680573869711356,2,0
8.043843435626068,1,0
7.820229962935465,2,0
8.263016376728242,1,0
8.117698534164921,1,0
8.002066666400001,1,1
7.889872214587698,1,0
7.810404607996953,1,0
7.747788270753998,1,0
7.855049885700685,1,0
7.924299237961905,1,0
8.419483519451324,1,0
8.025300323481241,1,0
8.021214435059989,1,0
8.030170698475901,1,0
8.071030106497714,1,0
8.301362960061034,1,0
8.313834667391305,2,0
8.840215211303851,2,0
8.788974642383222,0,0
8.718351516078581,0,0
8.839153977714178,2,0
8.56575233891541,2,0
8.829404047374451,2,0
9.291982623811341,0,0
9.889957584581582,0,0
8.952600993502772,2,0
9.242429090538991,2,0
8.878986432486146,2,0
9.116968037282296,1,0
8.798646410947368,2,0
9.04583946362069,2,0
9.5127087561027,2,0
8.81850565127419,2,0
8.517794253429118,1,0
8.55819578480843,1,0
8.493934290555556,2,0
8.526264570437117,0,0
8.996351025445486,0,0
9.4408526540525,1,0
8.845674203315447,2,0
8.918944336756239,2,0
8.92958875396277,2,0
8.880879439086197,2,0
8.70288308711845,2,0
9.15231432281106,1,0
9.376811946388782,2,0
8.94882155080676,2,0
8.768964841191163,1,0
8.94084204544581,0,0
9.295057805761475,0,0
9.8737308507775,2,0
9.597023808870967,2,0
10.967507297637342,2,0
10.03085782887608,2,0
9.642349740453758,2,0
9.973117715233698,2,0
9.471033686583255,2,0
9.360215124263998,2,0
9.621036944275543,2,0
10.165735323060636,0,0
9.472617901616939,0,0
9.311661470284834,0,0
9.17752810922218,2,0
9.201848314764197,2,0
9.181840584751637,0,0
9.615820562148633,0,0
9.8814403397806,0,0
9.912630702098172,0,0
9.929816675755825,2,0
9.970303794972066,2,0
9.821781351666345,2,0
9.977709802137493,0,0
11.044185633660698,0,0
10.321917919788055,2,0
10.710369121202776,2,0
10.478511466351899,0,0
10.119346701947551,2,0
10.531173643758441,2,0
11.306920570387508,2,0
11.553900733153432,2,0
11.00790902066307,2,0
10.404712577565586,2,0
10.669635555591979,2,0
10.644338284744455,0,0
10.788005591880424,2,0
11.295799882863758,2,0
11.881618532239383,2,0
11.044271902527981,2,0
11.095023002976996,0,0
11.833861621637315,2,0
11.63428671185587,0,0
11.509981008546513,0,0
11.770955990519582,2,0
12.427183924970805,2,0
11.567541650389256,2,0
11.44326819772285,2,0
11.299924395401403,2,0
11.053484506860261,2,0
10.996838790175438,0,0
11.530147006667965,0,0
12.262636115288613,2,0
11.239042128847279,2,0
11.414006242282927,2,0
11.356104389268292,2,0
11.815181587614589,0,0
11.605175194882813,0,0
11.924261913085939,2,0
12.080541302382347,0,0
11.223678124609375,2,0
11.378429996851779,2,0
11.707710958962819,2,0
11.641280485045998,2,0
11.392124632381138,2,0
11.736654732785603,0,0
12.257546770273972,0,0
11.170061069289488,0,0
11.370127618027011,2,0
11.299923288375734,0,0
11.444299355214245,0,0
11.489317353375073,0,0
12.1239978481409,0,0
11.942015860700998,0,0
12.046325175900547,0,0
11.9816715628868,0,0
12.542846951048404,2,1
11.655858515167548,2,1
11.661978447570533,0,0
11.379025867117383,2,0
11.973592787575935,2,0
11.813610424926514,0,0
11.91391723983134,0,0
11.22334718637522,0,0
11.489046069496178,0,0
11.995096292351443,0,0
12.611274064105077,2,0
11.408516368829641,0,0
11.268233677769064,0,0
11.00615098007843,2,0
11.119571626210153,0,0
11.246991144824872,2,0
11.538977954370079,2,0
12.752337201987016,2,0
11.36455371831956,2,0
11.333602044617201,2,0
11.184849439145838,2,0
10.95030754302028,0,0
11.13873606425054,2,0
11.546570302520676,0,0
10.635412507516275,2,0
11.4308828747778,2,0
11.370601341502365,2,0
11.109560086859732,2,0
11.300413875620812,2,0
11.409880228867403,2,0
11.620778216969217,2,0
12.729658709094496,0,0
11.75387095609708,0,0
11.344804701165087,2,0
11.800776505725567,2,0
11.68516887183488,2,0
11.857956924876506,2,0
11.710581932516307,0,0
12.07816435568317,0,0
11.280011482835082,0,0
11.09558443702237,0,0
11.415104542432058,0,0
11.445403332361689,0,0
10.972318254623016,0,0
11.569300456201628,0,0
12.202967430863952,0,0
11.264175173604768,2,0
11.452649314027418,0,0
11.679099381932021,0,0
11.285736726983496,0,0
11.816914332021467,0,0
11.490469615202231,0,0
11.58215902676365,2,0
10.979565988197768,2,0
10.781897981553204,2,0
10.67462360235623,2,0
10.573835396803835,0,0
10.51812649820144,0,0
10.776242109628447,0,0
11.480410763265306,0,0
10.411403084521426,0,0
10.294996596876876,0,0
10.20294532237132,0,0
10.356349899358717,0,0
0.20899659111690394,2,0
